index,user,title,content,comment,link,date,veiw,rate
31797258,묨뮴몀,기순이 스캐빈져 다이브에서 써본 사람 있음?,성능 어떰?,"[{'user': '냥클#38035947', 'comment': '나도 궁금하네'}]",https://arca.live/b/counterside/31797258,2021-08-11T12:52:38.000Z,82,0
31797134,달고나좋아,기계수집가 고민이네 ,패시브보면 pve 리타랑 같이쓰면 메카닉은 살살 녹일것같은데 애를 뽑아 말아 ,"[{'user': '쿠키부시기엄지로', 'comment': '상위 컨텐츠에 쓸것같아서 난뽑아둠 스킬셋이 지금까지 없던 유니크한 스킬셋이라 스비들이 설계해둔것같음'}, {'user': '달고나좋아', 'comment': '뽑으러 간다!'}]",https://arca.live/b/counterside/31797134,2021-08-11T12:50:41.000Z,74,0
31796331,ㅇㅇ#43127934,기계수집가 결론 남?,이거 피해감소억제랑 관통이 말그대로 피해감소 옵션만 깍는거고 방어력같은 기본 스탯엔 영향 못주는거 맞지? pve에서 피해감소 달린놈은 격전보스놈밖에 없고,,https://arca.live/b/counterside/31796331,2021-08-11T12:39:00.000Z,47,0
31789364,ㅇㅇ#99260690,이볼브원 천안문,기계 수집가 sd 였으면 더 완벽 했을 텐데,[],https://arca.live/b/counterside/31789364,2021-08-11T10:54:08.000Z,1098,27
31788975,토깡이,평의회 뻔하지뭐,기집이가 관리자한테 정보 다 바치고멘마도 관리자 책상아래로 이직한 후남은애들 서로 싸우다 자멸할듯,,https://arca.live/b/counterside/31788975,2021-08-11T10:48:09.000Z,45,0
31786544,토깡이,카붕이들은 혼나야해!,또 기집애 나오는 방송보면서실실 웃고있지?,[],https://arca.live/b/counterside/31786544,2021-08-11T10:10:43.000Z,44,0
31785583,미카엘1201,기계의 기쁨을 알려주고 싶었는데,,[],https://arca.live/b/counterside/31785583,2021-08-11T09:55:13.000Z,37,0
31783114,"ㅇㅇ, 218.158",아따 행님들 기순씨 메카닉 상대로 조음?,48층부터 막혓는데 쓰면 뚫을수 잇으려나,"[{'user': '마에스트로', 'comment': '다이브에썻다느사람들이 안보이네 지금 라이브 라니방송보느라 질문타이밍이 좀 안좋은듯 ㅋㅋㅋ'}]",https://arca.live/b/counterside/31783114,2021-08-11T09:19:28.000Z,26,0
31781825,턱턱툭탁,그래도 라니 호감작 잘됐네,3대 나오기 전엔 인식이 월급루팡 노쓸모 공지기계였는데실제로도 그렇긴 했는데,"[{'user': 'eca', 'comment': '그러게 호감 좀 쌓였네'}]",https://arca.live/b/counterside/31781825,2021-08-11T08:59:54.000Z,0,57
31780751,JWeasley,기계수집가 뽑을만함?,아니면 고인물들의 이볼브원 전용 특대딜도임?,"[{'user': '역린#17405198', 'comment': '사용처를모르겠다는 의견이다수더라'}, {'user': 'JWeasley', 'comment': 'ㅇㅋ 그럼 스킵하겠삼'}]",https://arca.live/b/counterside/31780751,2021-08-11T08:42:50.000Z,0,151
31780545,피해제한탱커좀,각인가,플스로 라니실황 보면서공기계로 다이브 공략 켜놓고폰으로 다이브 48층 도전,,https://arca.live/b/counterside/31780545,2021-08-11T08:39:28.000Z,0,45
31779951,류금테이오,카사 인방은 첨보니까 기대되긴 하네,근데? 사실? 기계수집가 이볼브원 비틱하기 컨텐츠하면 더 재밌을듯?,"[{'user': 'ㅐㄴ', 'comment': '그러다가 진짜 비틱하면 특별계정이라고 난리치는 놈들 나올거 같은데ㅋㅋ'}]",https://arca.live/b/counterside/31779951,2021-08-11T08:29:18.000Z,0,54
31779873,냥클#38035947,주식 ㅋㅋ,시팔넘에거보복소비로 기순이뽑 간다,"[{'user': '역시난', 'comment': '님 부자임?'}, {'user': '냥클#38035947', 'comment': '스팩주중 제가보유한거 맨밑에 있는데숭'}, {'user': '던붕이', 'comment': '돈많노'}]",https://arca.live/b/counterside/31779873,2021-08-11T08:28:02.000Z,-1,67
31778620,역린#17405198,기계수집가 성능어때 ?? ,뽑아야함??거름?,"[{'user': 'Badfinger', 'comment': '용도를 모르겠음'}, {'user': '역린#17405198', 'comment': '뒤에나올컨텐츠에따른건가 ㅋㅋ'}]",https://arca.live/b/counterside/31778620,2021-08-11T08:08:44.000Z,0,117
31775512,ㅇㅇ#76740944,기계수집가 단차 떴냐? ㅋㅋㅋ,떴으니까 올리지 씨빨,[],https://arca.live/b/counterside/31775512,2021-08-11T07:16:06.000Z,5,118
31774979,ㅇㅇ#34535044,근대 기순이 딜은 나옴?,사거리는 나름 길던데,"[{'user': '쿠키부시기엄지로', 'comment': '딜을 아예 못넣지는 않음'}]",https://arca.live/b/counterside/31774979,2021-08-11T07:07:39.000Z,0,101
31772019,ve#22341324,기계수집가 필수캐인가요?,이본에 꼭 뽑아야 할까 아님 다음 신캐 존버해야할까 고민됩니다 조언좀해주세요 ,"[{'user': '1q2w3', 'comment': '처음보는 기믹의 신캐라서 있는게 좋아보이긴 함'}, {'user': 'ㅇㅇ#64962009', 'comment': '쓰고는 있는데 솔직히 얘가 뭐하는지는 모르겠음 좋은거같긴해'}, {'user': 'Ludovicus', 'comment': '꼭 뽑아야한다고보기엔 그닥'}, {'user': '하랍픽업좀', 'comment': '채용권여유되면 뽑아놔야함 무지성 버프하면 존나꼬움'}, {'user': '4G5G', 'comment': '서포터 계열은 늦게라도 버프를 해주는 식이니까 뽑는것도 나쁘지 않을듯'}, {'user': '퓽퓽', 'comment': 'ssr디펜더 저격용같던데'}]",https://arca.live/b/counterside/31772019,2021-08-11T06:17:38.000Z,0,170
31770756,씨에스,나도 채용 비틱질 좀 하고 싶다.,"100뽑 넘어 까지 안간적이 없네""기계수집가 2뽑으로 뽑았다""이런게 어렵나 ㅠㅠ",,https://arca.live/b/counterside/31770756,2021-08-11T05:56:54.000Z,0,29
31770150,에시온,기계수집가 다이브 보고 뽑으려 하는데,딱히 말이 안나오네일단 다이브 조금 밀어둬야지,,https://arca.live/b/counterside/31770150,2021-08-11T05:46:33.000Z,0,36
31768171,으으윽,아 ㅅㅂ 부계 왜 안 팔려,패키지 사서 기순이 먹어야 한다고 싯팔,,https://arca.live/b/counterside/31768171,2021-08-11T05:09:20.000Z,0,36
31767465,1q2w3,다른 침식체들은 기순이 템 뭐줌?,쓰려니까 평타 조금이라도 못때리면 4스택 안나와서 그냥 공속에 피감템 줬는데어캐 쓰고 있는거임 다들,"[{'user': 'Nanoha', 'comment': '공속에 스충20퍼넘기면 안된다는 글 본거같은데'}, {'user': '1q2w3', 'comment': '무기는 초전도써서 부옵2에 공속박으면 될?듯'}, {'user': 'Nanoha', 'comment': '무기는 초전도써서 부옵2에 공속박으면 될?듯'}]",https://arca.live/b/counterside/31767465,2021-08-11T04:57:13.000Z,0,103
31743354,광고보고옴#42714269,지부 채용권 성공좀 그만떠,기순이 천장쳐서 채용권도 없구만 ㅅㅂ,"[{'user': '침식체#19137277', 'comment': 'ㅠㅠ'}]",https://arca.live/b/counterside/31743354,2021-08-10T17:06:57.000Z,38,0
31742337,Cake#91534905,기계수집가가 시그마 스토리에 나온 NPC 맞음?,그땐 그냥 솔저 복붙한 NPC였는데 환골탈태했네 ,"[{'user': 'ㅇㅇ#18208157', 'comment': 'ㄹㅇ ㅋㅋ'}, {'user': '가으응', 'comment': '예아'}]",https://arca.live/b/counterside/31742337,2021-08-10T16:43:42.000Z,123,0
31742295,록파이,기계수집가는 메카서포터가 아닌 안티메카야..,메카덱 쓰면 필요없다 이거지,"[{'user': 'ㅇㅇ#34535044', 'comment': '피감무시 박은 이프리트 야누스를 생각해'}]",https://arca.live/b/counterside/31742295,2021-08-10T16:42:39.000Z,126,0
31742135,Koreanbural,이볼브원 주려고 준비 만이햇어!!,장비 준비해놨어!스충은 42퍼고 전장은 천천히 모을거야!시그마도 곧 만렙에 스킬도 8 8 딸 것 같아!혹시 시너지가 좋을거같아서 기계수집가도 미리 110 종신 박아뒀어! 잘했지?그래도 종신걱정은 하지마세장이나 사놨으니까! 주화 박았어 그냥!융합핵두 모아놨어 풀초월까지 가자!스킬책도 모아놨어! 이정도면 이볼브원 다 할 수 있겠지?만렙까지 문제없어!그러니까 늦게 와도 괜찬아혹시 모자랄까봐 돈도 막 박았어그러니까 꼭 와야돼 알앗지?!나 작년부터 기다렸어!! 어떻게 나올지 몰라서 장비도 종류별로 다 갖춰놧어!시그마는 걱정하지마 걔는 아무거나 줘도 잘 써! 그냥 단테 줄게그닝까 빨리와!!게임 망하면 안돼! 아라찌!!!!,[],https://arca.live/b/counterside/31742135,2021-08-10T16:39:01.000Z,1361,65
31742124,지나간과거,공익덱에 기계수집가 쓰는건 별로인가,시그마 오퍼 러쉬계열 말고공익이 다해먹게 두는 박정자계열 힘싸움덱 기준으로,,https://arca.live/b/counterside/31742124,2021-08-10T16:38:42.000Z,43,0
31742111,눈물요정,기계수집가 써본애들 하랍상향전 보다 구림?,천장 까지 20남았는데 성능구리다하니 분뇨가 치밀어오르노 ,"[{'user': 'ㅇㅇ#34535044', 'comment': '병신이었던 하랍리타하늘이도 용이됬으니 희망을 가지자'}]",https://arca.live/b/counterside/31742111,2021-08-10T16:38:27.000Z,192,0
31742094,ㅇㅇ#34535044,기순이 사거리는 긴것같던데,평범한 레인저보다 살짝 긴것같기도하고,,https://arca.live/b/counterside/31742094,2021-08-10T16:38:02.000Z,37,0
31742049,ThatYoU,기계수집가는 인게임이 너모 이쁨.,흨흨 안 뽑을 수도 없고,"[{'user': '냥클#38035947', 'comment': '근데 일러좀...할매젖같지 안냐 남자한테 달린 쳐진 여성형 유방같기도 하고'}]",https://arca.live/b/counterside/31742049,2021-08-10T16:37:21.000Z,77,0
31741960,눈물요정,"기계수집가 성능 어때? ""기계수집가 급""이냐",리타급 명칭 사라진이 오래인데기계수집가 가 이제 새로운 ㅎㅌㅊ성능의 기준으로 될 자격 충분함?,"[{'user': '냥클#38035947', 'comment': '그만큼 구려?'}, {'user': '메테오', 'comment': 'ㄴㄴ이미 미카급이라고있음'}, {'user': '눈물요정', 'comment': '아 ㅋㅋ'}]",https://arca.live/b/counterside/31741960,2021-08-10T16:35:33.000Z,147,0
31741230,Koreanbural,진짜 기계수집가 씹사기네 ㅋㅋㅋㅋ,구라고 사실 방금 내 상상속의 기순이랑 건틀렛 해봣는데 궁극기로 이볼브원 소환하더라 ㅋㅋㅋㅋ 개쩐다 진짜이볼브원 뽑은애들 어카냐 눈물 줄줄 흘리겠네 ㅋㅋㅋㅋㅋㅋㅋ,"[{'user': '전기톱추적자', 'comment': '돌아버린거냐'}, {'user': '전기톱추적자', 'comment': '돌아버린거냐'}]",https://arca.live/b/counterside/31741230,2021-08-10T16:20:51.000Z,277,7
31740801,Rhidelz,채용권 존버했다가,1.5주년 채용풀보고 기집가 뽑을지 말지 결정할거임,[],https://arca.live/b/counterside/31740801,2021-08-10T16:12:27.000Z,75,0
31740731,몰루브릿지,그래서 기계수집가 성능 어떰?,성능평가 '해줘',"[{'user': 'ㅇㅇ#34535044', 'comment': '몬가...별로같음...몬가..'}]",https://arca.live/b/counterside/31740731,2021-08-10T16:11:04.000Z,133,0
31740496,반으로가른다,기계수집가 스킬컷씬이 이거야????,야. 이걸.. 하..이걸 일러로 해야.. 하..왜...설마 스킨구매 마렵게 할려는 의도ㄷ,,https://arca.live/b/counterside/31740496,2021-08-10T16:06:32.000Z,152,0
31740357,Koreanbural,기계수집가 씹사기임 ㅋㅋㅋㅋ,그래야만함 ㅋㅋㅋㅋㅋㅋㅋ,[],https://arca.live/b/counterside/31740357,2021-08-10T16:04:03.000Z,211,2
31740110,"ㅇㅇ, 182.231",3일차뉴비 기계수집가,79뽑에 노ssr은 꼬접마렵네,[],https://arca.live/b/counterside/31740110,2021-08-10T15:59:23.000Z,64,0
31740070,반으로가른다,기계수집가 대문 일러가 좋은데,레지나랑 비슷하게 다른차원에서 온 일러같음,"[{'user': 'ee#49517918', 'comment': '딴사람같네'}]",https://arca.live/b/counterside/31740070,2021-08-10T15:58:34.000Z,104,0
31739649,Edge#74084078,기계수집가 천장친덕에 모네 110도 찍긴 했노,존나 슬프네,[],https://arca.live/b/counterside/31739649,2021-08-10T15:51:08.000Z,48,0
31738082,FANA,기계수집가 채용에 SR 라인이 미쳤는데,구관총에 구관방에 모네에 미나토에 에블린에 에스퀘데에,"[{'user': '하랍픽업좀', 'comment': '요새 신캐라인업은 맨날 구관총 구관방 둘다 잇더라'}]",https://arca.live/b/counterside/31738082,2021-08-10T15:25:24.000Z,106,0
31737203,as센타,건틀렛은 정신건강에 해롭다,퀸미니한테 고통받다가 정신차려보니까 기계수집가 천장직전에 셋바튜바 다 날렸네이게 게임이냐 금태야,[],https://arca.live/b/counterside/31737203,2021-08-10T15:12:08.000Z,47,0
31737158,"ㅇㅇ, 118.37",뽑기권 150개 모았는데 기계수집가에 박음?,ㄱㄱ?,"[{'user': '영원한라뉴비', 'comment': '그정도 성능이란 생각은 일단 안드는데'}, {'user': '영원한라뉴비', 'comment': '일주정도 간 보는걸 추천함'}, {'user': 'ee#49517918', 'comment': '먹고싶으면 박든가'}, {'user': 'ㅇㅇ#30940457', 'comment': '난 기계수집가는 영 안땡기더라'}, {'user': '달고나좋아', 'comment': '좀만 더 기다려봐 아직 캐릭 평가가 안됨'}, {'user': '서리별2#59547846', 'comment': '채용 개편 한다니까 보고하자'}, {'user': '동치미', 'comment': '뽑고싶으면 뽑아'}, {'user': '느검마비아그라먹방', 'comment': 'ㄴㄴ'}]",https://arca.live/b/counterside/31737158,2021-08-10T15:11:15.000Z,114,0
31736878,미시폭격기,아무리봐도 기집가 대충만든거같음,역대급 저퀄일러 + 모션임,"[{'user': 'ㄱㄴㅇㄹㅁ', 'comment': '인겜퀄은 좋은거같은데'}]",https://arca.live/b/counterside/31736878,2021-08-10T15:06:54.000Z,48,-1
31736331,"ㅇㅇ, 1.252",기계수집가 목소리 어디서 들어본거같음,클저에서 들어본거 같은데 누구였는지 생각이 안나네 ,"[{'user': '스트로베리샤베트', 'comment': '김가면'}, {'user': '엿이나처무라#99513101', 'comment': '?'}]",https://arca.live/b/counterside/31736331,2021-08-10T14:58:51.000Z,54,0
31734336,DButton,8월10일 9시 55분 기준 in100 유닛 채용률,지난주 덱에서 안바꾸고 점수 박제한 사람이 총 12명이라 빼서 88명에 대한 조사였음 함선알비온 24카미 23레이크 17코핀6 8마타도르 7아머 5엔터 2뉴디트 1뉴오하 1오퍼시그마 43박정자 32김하나 6멘션마스터 3이수연 2나희린 1레나 1유닛67 모네63 미니스트라40 구관총39 하랍38 이유리33 넬슨31 나유빈30 강민우29 구관검28 각수연28 강소영27 옌싱23 이유미20 나이엘19 퀸15 아르티13 최지훈13 글리치12 릴리11 스카이11 각유나11 이볼브원9 우드픽커9 기계수집가8 류드밀라8 야누스7 베로니카6 스패로우5 스카우트5 알렉스4 나이트4 시그마3 비숍3 무반동포병3 브라우니3 치나츠2 이노2 세라펠2 메이2 주시영2 오버플로2 각힐2 각등이1 론리1 라이노1 선더볼트1 아이언사이드1 로자리아1 레지나1 주시윤1 킹1 제인도우1 에디1 리타1 한소림,"[{'user': '참피대장', 'comment': '소림은 신이다'}, {'user': 'lllBoomerlll', 'comment': '야노스 픽률 진짜 낮아졌네'}]",https://arca.live/b/counterside/31734336,2021-08-10T14:30:28.000Z,1134,18
31734149,흐물흐물두부처럼말해요,"""지금 시작해도 됨? 8/17에 시작해야 함?""","한 줄 요약: 8.17 혹은 그 이후에 시작한다고 특별/한정 혜택 없으니 찍먹이든 퍼먹이든 무조건 하루라도 빨리 시작하는 게 좋음3줄 요약1. 현재 배포 중인 재화(개비쌈)&혜택(경험치 보너스, 이터니움=행동력 등) 받고2. 8.17 오픈 신규 이벤트 스테이지 돌 수 있는 스펙까지 미리 성장해두면3. 신규 여름 바캉스 이벤트 편안하게 감상 가능현재(8/10) 진행 중인 이벤트 및 혜택1. 전용 장비 중복 사과 보상: 7/27~8/16, 총 7일 [세트 바이너리 350개] ★★★★★ *장비 세트 옵션 변경에 소모되는 최고급 재화임 무조건 다다익선2. 내정강화 출근체크 [각종 재화]- 8/3(화) 점검 후 ~ 8/17(화) 오전 4시까지3. 기계수집가와 함께하는 온/핫타임 이벤트- [기계수집가와 함께하는 핫타임] : 8/10(화) 점검 후 ~ 8/16(월)- [기계수집가와 함께하는 온타임] : 8/12(목) ~ 8/15(일)1) 기계수집가와 함께하는 핫타임 이벤트- 11:00~14:00 : 모든 전역/전투 유닛 경험치 20% 증가- 17:00~20:00 : 모든 전역/전투 유닛 경험치 20% 증가2) 기계수집가와 함께하는 온타임 이벤트- 10:00~23:59 : 4,000 이터니움 + 1,000 정보- 18:00~23:59 : 모의작전 연수티켓 3개4. 라프텔 콜라보 이벤트- 참여 선물: 라프텔 이용권(3일) 지급 - 참여 기간: 8/17(화) 오전 8시 ~ 8/31(화) 점검 전까지 - 당첨자 발표일: 9/14(화)- 당첨자 확인 및 쿠폰 지급일: 9/14(화) ~ 9/28(화) 오후 11시 59분▣ 이벤트 참여 방법1) 신규 사장님8/17(화) 오전 8시 ~ 8/31(화) 점검 전까지 카운터사이드 신규 가입 후 계정 연동을 진행하신 사장님 중 선착순 3만명의 사장님께 라프텔 이용권(3일) 선물을 드립니다. 2) 기존 사장님8/17(화) 오전 8시 ~ 8/31(화) 점검 전까지 1회 이상 채용을 진행하신 사장님 중 추첨을 통해 2만명의 사장님께 라프텔 이용권(3일) 선물을 드리겠습니다. +카운터사이드 1.5주년 축하 댓글 이벤트 (<<클릭하면 바로 이동)- 참여 선물 (전체): 5천 이터니움- 추첨 선물 (총 60명): 바캉스 리유저블 아이스컵 (리코리스, 릴리 중 1개 지급)- 참여 기간: 8/3(화) ~ 8/16(월) 오후 11시 59분- 참여 선물 지급일: 8/24(화)- 당첨자 발표일: 8/24(화) ",[],https://arca.live/b/counterside/31734149,2021-08-10T14:27:41.000Z,1721,30
31732926,맘편히겜좀#91002667,제발 기순이 쓸모 있기를....,독특한 스킬셋 땜에 뽑다가 천장쳤는데 최지훈(천장)처럼 관리부에 썩히고 있으면 무지 슬플 것 같음,"[{'user': '나카노아즈사', 'comment': '최지훈 씹국밥캔데'}, {'user': '맘편히겜좀#91002667', 'comment': '저 pvp 안해서 전혀 안 쓰이고 있음.'}, {'user': '엿이나처무라#99513101', 'comment': '리타처럼 pve에서라도\n쓸모있게끔 상향해주겠지\n원래는 다이브용으로 나온것같은데\n지네들도 구릴거라고 생각못한것같음'}, {'user': '맘편히겜좀#91002667', 'comment': '리타가 확실히 특이한 케이스이긴 하죠. 근데 이러한 상황이 잘 일어나지도 않는다는게...ㅠㅠ'}, {'user': '엿이나처무라#99513101', 'comment': '이러한 상황이 \n잘안나오는게 아님\n일단 보면은\n진짜 성능이 구린 애들은\n확실히 상향을 해주는건 있어서\n걱정안해도 될것같음\n리타도 빠르게 상향한편이고\n쓰알등급 애들인데\n성능이 좀 그렇다??\n여태까지 상향 다 해줌\n그리고 더군다나\n기순쨩은 스킬내용만 봐도\n다이브용으로 나온게 맞고\n스비 얘네들이 이정도면 \n괜찮겠지 라고 생각했을거임\n근데 지금 현재 상황으론\n효율이 안나고 있는 상태고\n기순이는 빠르게 상향해줄것같은데 다이브 난이도를 \n하향 안한다고 했으니 \n신캐 성능으로 밀어붙일거고 \n스킬 내용만 봐도 느낌 오잖슴'}, {'user': '맘편히겜좀#91002667', 'comment': '천장 쳐서 현타(?) 비슷하게 와서 우울해져 생각을 잘못했네요. 친절한 설명 감사합니다. 힘과 위로가 많이 됐어요.'}]",https://arca.live/b/counterside/31732926,2021-08-10T14:10:58.000Z,60,0
31732308,엿이나처무라#99513101,기순쨩은 메카 보다 관리자,관리자 실물 보고나서 부끄러워하는 기순쨩사실 로봇이 아니라 남자가 고팠던거였어,"[{'user': '루미남친', 'comment': '머신갑 딜도 맛좀 봐라'}]",https://arca.live/b/counterside/31732308,2021-08-10T14:02:01.000Z,78,0
31731348,토깡이,기계수집가 다이브에서도 별로같음,로조가 쫄몹으로 나와도 스턴 안걸리네,"[{'user': 'ㅣlㅣlㅣlㅣ', 'comment': '로조는 스턴 무효 패십 있어서'}, {'user': '모건빵', 'comment': '보급 이볼비가 애들죽을때마다 뎀증,뎀감있으니 거따 함 써볼생각'}]",https://arca.live/b/counterside/31731348,2021-08-10T13:47:33.000Z,152,0
31731275,크리스피크림,기순이 PVE로 돌려보는데 잘 모르겠다,서윤이나 신지아처럼 직접적으로 느껴지는 효과가 아니라 그런지메카한테 2배 버프도 엄청나게 체감이 된다 느낌은 별로 안듬나중에 피감을 깎아야만 상대 할수있는 기믹이 있는 적이면 기용 할만할지도 ,"[{'user': '피해제한탱커좀', 'comment': '다이브 로조한테 한번 써볼수 있냐?'}]",https://arca.live/b/counterside/31731275,2021-08-10T13:46:37.000Z,96,0
31731185,검은깃털갈까마귀,오늘의 그림신청( 선착2명,요즘 챈에서 기계박이들이 쓴거보다보니 오늘 타이탄대사 듣다가 씨발....내가 미쳤지...나도 이젠 기계박이다...,"[{'user': 'Haeseun', 'comment': '메카양하림'}, {'user': '검은깃털갈까마귀', 'comment': '메카양하림'}, {'user': 'Haeseun', 'comment': '너희가 날 이렇게 만들었어...씨발...타이탄 대사 ㅈㄴ꼴리네..'}, {'user': '검은깃털갈까마귀', 'comment': '너희가 날 이렇게 만들었어...씨발...타이탄 대사 ㅈㄴ꼴리네..'}, {'user': '라킁', 'comment': '아키'}, {'user': '검은깃털갈까마귀', 'comment': '대공포대로 개조당한 아키'}, {'user': '가으응', 'comment': '가은'}, {'user': '검은깃털갈까마귀', 'comment': '안드로이드가은'}]",https://arca.live/b/counterside/31731185,2021-08-10T13:45:14.000Z,69,0
31731040,엿이나처무라#99513101,기순쨩 종신 서약 해줘야 하는 이유,대사 볼때마다 미연시 하는 느낌간만에 종신 서약 느낌 제대로 된 여캐임특히 부끄러워 하는 표정이 너무 꼴려기순쨩 착한 여자였었네,"[{'user': '카구야루나', 'comment': '시발 존나꼴려 ㅋㅋㅋ'}]",https://arca.live/b/counterside/31731040,2021-08-10T13:43:20.000Z,96,2
31730768,백합덕후#78782383,기계수집가 살쫌 찌워 제발,솔직히 이때부터 넘 예쁜데 사기야...넘 허수아비 같은 군대후임 하나떠오르더라.걔 별명이 스켈레톤인데 아무리 많이 먹어도 187cm놈이 말라비틀어짐암튼 궁극기샷은 그나마 나은데 기본스탠딩 살찌워라 제발...,"[{'user': 'ㅇㅇ#39235734', 'comment': '시러'}]",https://arca.live/b/counterside/31730768,2021-08-10T13:39:28.000Z,114,0
31728544,리라크엘,1.5 주년 무료 로테에 기계수집가 있을것 ...,물론 그럴 일은 없을듯,[],https://arca.live/b/counterside/31728544,2021-08-10T13:09:02.000Z,137,0
31728446,란이,기계수집가 먼가 뽑아야할거같음,리타 천장치면서 먹은 나의 감,,https://arca.live/b/counterside/31728446,2021-08-10T13:07:45.000Z,67,0
31726955,이디스애호해,기순이 써본 사람들 얘 어떰??,성능어떰 ㅇㅇ?,[],https://arca.live/b/counterside/31726955,2021-08-10T12:47:49.000Z,240,0
31726636,홀터넥,채용 미래시 써본 게이 있냐,영혼까지 모은 채용권 80개기순이에 꼴아박아도 되나??다음 채용 나올만한 애 누구야기채는 각용혈이고 그 구세주? 교주? 그년 나올라나,[],https://arca.live/b/counterside/31726636,2021-08-10T12:43:45.000Z,114,0
31725232,ㅇㅇ#16776263,기계수집가 성능 어떰?,sd챈에서 봤는데 이쁘더라성능은 모르겠음,"[{'user': 'StarEyes', 'comment': '지금 세번째 쓰는데\n문제없이 잘 빼더라'}]",https://arca.live/b/counterside/31725232,2021-08-10T12:25:11.000Z,146,0
31724155,카사백야퍼니싱#12915322,전당 4층 깰라면 기계수집가 필요할려나?,,[],https://arca.live/b/counterside/31724155,2021-08-10T12:11:33.000Z,85,0
31722448,묘갤러,공대찐따 기집이가 유일하게 좋아하는 남자,혹시 난가???,[],https://arca.live/b/counterside/31722448,2021-08-10T11:49:50.000Z,84,6
31722167,하랍픽업좀,해줘,기순이 mmm 신작 콘 해줘,,https://arca.live/b/counterside/31722167,2021-08-10T11:46:27.000Z,58,1
31721743,ㅇㅇ#32661747,미카도 걸렀으니 기계수집가도 걸러야지,난 나를 믿어,,https://arca.live/b/counterside/31721743,2021-08-10T11:41:15.000Z,36,0
