index,user,title,content,comment,link,date,view,rate,comment_count
41725484,nature1#95143819,옛날에 이 초코파이 먹어본 사람 있음?,투명 비닐에 포장된 초코파이...옛날 초코파이는 ㄹㅇ 개존맛탱이었는데 요즘은 맛이 변한거 같아...,,https://arca.live/b/counterside/41725484,2022-01-03 23:52:16,2,0,0
41725483,금은동태,민초주의) 오 개쩔어,누가 만들어봤데,,https://arca.live/b/counterside/41725483,2022-01-03 23:52:16,2,0,0
41725463,피해제한탱커좀,어우 핑챙 미치겠네,이게 뭐야 ㅋㅋㅋ 3분동안 계속 싸우다가 결국 호라이즌 차이로 뒤졌네,,https://arca.live/b/counterside/41725463,2022-01-03 23:51:57,13,0,0
41725460,레드라이더,배경화면에 옛날 블루스택으로 만들어진 카운터사이드 아이콘이있음,성형전후사진이노...,"[{'user': '록파이', 'comment': '이제 양하림이 지배한다'}, {'user': 'TLCrow', 'comment': '이집 잘하네'}]",https://arca.live/b/counterside/41725460,2022-01-03 23:51:54,12,0,0
41725436,아키야마시류,재등이 언제 떡상하나,하염없이 기다립니다.,"[{'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': '여린', 'comment': '(emoticon)'}, {'user': '보노본호', 'comment': '그런건없다 카붕아'}, {'user': '메카덱에다살덩이좀넣지마', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41725436,2022-01-03 23:51:18,23,0,3
41725397,alsoiame#51324196,카붕이들에게 부탁이 있다...,"날..""골드 정복자""라고 불러 줄 수 있냐?.. 이유는..나도 멋진 별명을 갖고 싶다..부탁한다...--------------------------------더하여 오늘이 1주년 기념이기도 하고, 또 처음에는 3별 못하던 어려움 난이도까지 정복한 기념으로다가 한번 글을 써 봤다..... 신년도 카사 화이팅이자 카붕이들아!","[{'user': '중국몽죄인', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41725397,2022-01-03 23:50:30,34,5,2
41725395,ㅇㅇ#92947072,베로롱 쾌감도 못느껴?,고통은 무통인데 이게 쾌감도 그런가,"[{'user': 'TLCrow', 'comment': '그저께 내가 절정 두번 보내버림'}, {'user': '갓겜충아님', 'comment': '술먹고 취하는거 보니까 괜찮음'}]",https://arca.live/b/counterside/41725395,2022-01-03 23:50:29,22,0,2
41725380,엿이나처무라#99513101,지금 계속 기다리는중이거든?,지금 계속 개노 기다리는중인데슬슬 나올 타이밍인데계속 기달려봐야겠다곧 뜰때니깐 기대혀보자뭔가 큰거 하나 온다!!,"[{'user': 'kimjino#87804663', 'comment': '닉값하는중ㅋㅋ'}, {'user': '중국몽죄인', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41725380,2022-01-03 23:50:16,19,0,2
41725347,메뚜기쥐,게이들아 조언해줘서 고맙다이기,2주년 이벤트때 패키지 출시할거 두고보려고주화는 좀 나중에 사기로 하고이번에는 갓오브워 pc판을 예구했다 이기야와! pc게임 풀패키지! 인게임 재화패키지보다 싸다!근육질의 그리스오빠 찌찌는 참을수가 없더라다들 고맙다 이기,"[{'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': '록파이', 'comment': '어 야동 봐야지'}, {'user': '시영이#15396404', 'comment': '이기 뭐하는짓이고?? 당장 힐데 스킨을 사지 못하노?'}, {'user': '메뚜기쥐', 'comment': '안샀다고 말이나 했습니까\n구관리국 펜릴전대 스킨 사줬으면 됐지 그죠?'}, {'user': '중국몽죄인', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41725347,2022-01-03 23:49:50,34,4,5
41725293,보노본호,각성 노루가 나올것같음,흐음,"[{'user': '중국몽죄인', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41725293,2022-01-03 23:49:02,20,0,1
