index,user,title,content,comment,link,date,view,rate,comment_count
42188725,주블,와 에반게리온 배경이 2015년이였네,카사 배경 시간대도 곧 아니냐,"[{'user': '경구', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188725,2022-01-10 23:45:32,12,0,1
42188698,보노본호,ㅋㅋㅋ너네 시발 한참 민심운지중일때 기억하냐?,진짜 2주년쇼케이스 망하면 가만안둔다고 하고 기세등등하고있었는데진짜 그대로 망할줄은 몰랐다,"[{'user': 'kimjino#87804663', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188698,2022-01-10 23:45:10,24,1,1
42188642,나에엥,올해 존나 오졌다하는 스킨은 별로없던것같음,하림이랑 릴리링스킨빼곤 다 그냥 ㅍㅅㅌㅊ,"[{'user': '클러스트', 'comment': '??? 린 시엔 ㅇㄷ'}, {'user': '나에엥', 'comment': '컷인없잖아'}, {'user': 'kimjino#87804663', 'comment': '린시엔하고 각서윤도좋앗슴수구'}, {'user': '나에엥', 'comment': '(emoticon)'}, {'user': '독호메', 'comment': '(emoticon)'}, {'user': '요정버서', 'comment': '리코리스'}, {'user': 'ㄹㄹ#74481123', 'comment': '(emoticon)'}, {'user': 'ㅌㅈ', 'comment': '각유나 이뻐서 좋았음'}, {'user': '중사', 'comment': '감히 정실로자를 무시해?'}, {'user': 'ngcn', 'comment': '릴리수영복 시그마수영복 오짐'}, {'user': 'ㅇㅇ#87218383', 'comment': '세라펠이라 시그마 정도는 이뻤던듯'}]",https://arca.live/b/counterside/42188642,2022-01-10 23:44:22,84,0,9
42188637,카르텔잔당,스비한테서 쿼츠 뺏었다,,"[{'user': '클러스트', 'comment': '(emoticon)'}, {'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': '랑편#60846748', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188637,2022-01-10 23:44:18,22,3,3
42188547,스튜비급강하폭격기,용하하고 상연이가 날 가로막아서도,내겐 딸래미같은 이즈나가있으며초여신 호라이즌이있기때문이다,"[{'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': '동성회직계69대회장아스나', 'comment': '(emoticon)'}, {'user': '클러스트', 'comment': '틀'}, {'user': '카린웡', 'comment': '(emoticon)'}, {'user': '늒네#86893131', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188547,2022-01-10 23:43:00,57,0,5
42188545,동성회직계69대회장아스나,내일 2주년 쇼케로 기대되는 카챈 이대로 가면..,라이더를 줘패는 남자,,https://arca.live/b/counterside/42188545,2022-01-10 23:43:00,22,0,0
42188483,westyoon,고마워 크레딧챌!,덕분에 17억 찍었다,"[{'user': '작심삼일', 'comment': '(emoticon)'}, {'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#34535044', 'comment': '(emoticon)'}, {'user': '네모네모', 'comment': '(emoticon)'}, {'user': '독호메', 'comment': '윌버빚 일시불로 갚아도 10억이 남노'}, {'user': '다비쿵', 'comment': '침식체 죽인다'}, {'user': '아키야마시류', 'comment': '(emoticon)'}, {'user': '몰루스#13122055', 'comment': '(emoticon)'}, {'user': '랑편#60846748', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188483,2022-01-10 23:42:07,85,4,9
42188468,다비쿵,오우 그러면 드디어 침식체들이랑 메이즈셋 차이 없어졌네?,드디어 일 하네 스비놈들,"[{'user': '갓똥겜', 'comment': '이제서야 똥고집 버리고 뿌리기 씨벌롬들 레전드임 ㄹㅇ ㅋㅋ'}, {'user': '다비쿵', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/42188468,2022-01-10 23:41:57,48,0,2
42188448,ㅇㅇ#95061195,너무이른쇼케이스대기방카치마인드(6/12),https://skribbl.io/?q7lpuLDPFfhr날뛰어봅시다,,https://arca.live/b/counterside/42188448,2022-01-10 23:41:41,40,0,0
42188395,레드라이더,하긴 금태가 아직도 트위터했으면,건틀렛가지고 싸움났을수도있음,,https://arca.live/b/counterside/42188395,2022-01-10 23:40:52,35,-1,0
