index,user,title,content,comment,link,date,view,rate,comment_count
40931807,행락,각성캐릭 뒤진거있음?,접기전에 킹 존나떡상했었는데주시윤은 그리고 템 뭐껴줘?,"[{'user': '컨섹', 'comment': '이지수 끝'}, {'user': '컨섹', 'comment': '나머진 솔직히 다 현역'}, {'user': '행락', 'comment': '(emoticon)'}, {'user': '잉딩', 'comment': '주시윤 보통 체체나 허메골골스충\n\n항상 나락가있는 이지수\n\n그외에는 딱히?'}, {'user': '행락', 'comment': '아하 ㄱㅅㄱㅅ'}, {'user': 'ㅇㅇ#84900491', 'comment': '난 각시윤 체체 부옵 스충 주고 굴리는 중'}, {'user': '크리스피크림', 'comment': '이지수'}, {'user': '그냥막만든아이디#22831543', 'comment': '굳이 따지면 각서윤? 근데 여전히 아래티어에서는 유나 잘잡아먹어서 쓰임'}]",https://arca.live/b/counterside/40931807,2021-12-22 23:49:12,87,0,8
40931793,류드남친,실비아도 재무장좀,얘도 스토리에서 얼굴 안비추니깐 조금씩 잊혀가는듯...,"[{'user': '람네', 'comment': '얼마나 더 꼴려지려고'}, {'user': '류드남친', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931793,2021-12-22 23:49:02,28,0,2
40931772,MBT,관남충 일편단심 메가데레 캐릭 한명 내줬으면 좋겠다,장발에 찌머크면 ㄹㅇ 행복할듯,"[{'user': '행락', 'comment': '(emoticon)'}, {'user': '잉딩', 'comment': '찌찌작은 메가데레랑 큰 메가데레로 균형맞추노'}, {'user': 'MBT', 'comment': '텐션 높은 메가데레'}, {'user': 'ㅇㅇ#98527664', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#74194811', 'comment': '(emoticon)'}, {'user': '크리스피크림', 'comment': '개운'}, {'user': 'MBT', 'comment': '개우니는 메가데레는 아니자너'}]",https://arca.live/b/counterside/40931772,2021-12-22 23:48:45,55,0,6
40931719,대월가람,요즘 돈복사가 너무나도 마렵다,상근인데 나라에서 주는 돈이 너무 적어서 힘들다각종 생활비의 대부분을 내 돈으로 내다보니 여가에 쓸 돈이 후달림근데 안쓰기에는 기존에 돈씀씀이 습관을 쉽게 못버려서 순간순간이 부족함남은 1년 1개월은 어케 버티나싶다,"[{'user': '글리스터', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931719,2021-12-22 23:48:00,36,0,1
40931700,ㅇㅇ#99402221,요즘 코이카츠 신기하네,귀하의 브라우저는 html5 video를 지원하지 않습니다.프리덤 스트라이크 보는거같음,"[{'user': '글리스터', 'comment': '코이카츠라고? 씨발 스타투인줄 알았는데'}]",https://arca.live/b/counterside/40931700,2021-12-22 23:47:48,30,0,1
40931678,Nord11,롤 말고 할만한 컴터 겜 없음?,롤 질려,"[{'user': '아내', 'comment': '카운터사이드'}, {'user': '잉딩', 'comment': '카운타사이도'}, {'user': '부식되는세계', 'comment': '저히 유저점수 9.6받은 효월의 피날레하까요?'}, {'user': '밀리에밀리', 'comment': '에펙 파판 로아?'}, {'user': '클린유저', 'comment': '카운터사이드 리그전'}, {'user': '로리힐데', 'comment': '오버워치'}]",https://arca.live/b/counterside/40931678,2021-12-22 23:47:34,35,0,6
40931627,크리스피크림,상시 스킨으로 무지성 바니걸 러쉬 한번 뛰라고,리플퀸 신지아 레지나 이수연 베로롱 쟁쟁한 후보들 얼마나 많냐빨리 상시 바니걸 내놔,"[{'user': '밀리에밀리', 'comment': '섹스하다 진짜'}, {'user': '잉딩', 'comment': '퀸 바니걸 ㄹㅇ 보고싶노'}, {'user': '글리스터', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931627,2021-12-22 23:46:46,61,0,3
40931458,잉딩,리그전 진짜 재밌긴한데,매칭 5~10분에 벤픽까지 하니까 뭐 한판 할때마다 롤 한판씩 하는 기분임,"[{'user': '고졸무직백수', 'comment': '리그오브카사'}]",https://arca.live/b/counterside/40931458,2021-12-22 23:44:40,63,0,1
40931453,우선도낮은컨텐츠#59699096,3-20 처음나왔을땐 힘들었는데,이제는 2캐릭으로 백도어가 되네,,https://arca.live/b/counterside/40931453,2021-12-22 23:44:35,30,0,0
40931447,ㅇㅇ#84900491,고민이 있다..,픽시브 콘테스트 그림 그렸는데 고수들이 너무 많아서 비교 당할까봐 무서워 괜히 나갔다 악플이나 받으면 어쩌지 싶고..,"[{'user': '각성김철수', 'comment': '(emoticon)'}, {'user': '씨에스', 'comment': '그 고수들도 그런 시절이 있었고, 거기서 포기하지 않았다.'}]",https://arca.live/b/counterside/40931447,2021-12-22 23:44:26,32,0,2
40931433,나에엥,샤오린이 할말있대,,"[{'user': '행락', 'comment': '서윤은 사장님이 미워콘은 없나요'}, {'user': 'ㅇㅇ#98527664', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931433,2021-12-22 23:44:11,36,0,2
40931401,카늒네,잘자 챈,잘자 내일봐,,https://arca.live/b/counterside/40931401,2021-12-22 23:43:43,21,0,0
40931367,새벽비,수액만 맞다가 초코빵을 먹었는데,내 몸안에 있는 잠들어있던 기능들이 하나둘 부활하는걸 느낄수 있네 한입 먹을때마다 하나씩 늘어남,,https://arca.live/b/counterside/40931367,2021-12-22 23:43:12,33,0,0
40931331,ㅣlㅣlㅣlㅣ,챌3-20 2캐클,"귀하의 브라우저는 html5 video를 지원하지 않습니다.ㅋㅋ 이거 왜됨?각등이 이프리트만 있으면 깨지네템각등이:1템렐릭 3메 공속  (공속24.5%,스충32%)이프리트:블레이즈 스커피","[{'user': '우선도낮은컨텐츠#59699096', 'comment': '정신니갔네'}, {'user': '우선도낮은컨텐츠#59699096', 'comment': '정신니갔네'}, {'user': '꿀때지', 'comment': '(emoticon)'}, {'user': 'DButton', 'comment': '장비 달아두시면 공략탭으로 이동 시킴'}, {'user': 'ㅣlㅣlㅣlㅣ', 'comment': '일단 장비 달아두긴 했는데 이거 따라할 사람 없을거 같은데 ㅋㅋ'}, {'user': '류드남친', 'comment': '(emoticon)'}, {'user': 'Lb', 'comment': '시발 이게 대체 무슨'}, {'user': 'ㅈㅇㅈㅎ#19865107', 'comment': '이것이 인플레다'}, {'user': '잉딩', 'comment': '(emoticon)'}, {'user': '배가아픈레후', 'comment': '이게 완전회피?....'}]",https://arca.live/b/counterside/40931331,2021-12-22 23:42:41,80,4,10
40931323,행락,복...커기...념?,살 스킨이 ...없는데...?,"[{'user': '씨에스', 'comment': '올스킨 콜랙터?'}, {'user': '행락', 'comment': '접고나서 나온건 못샀는데'}]",https://arca.live/b/counterside/40931323,2021-12-22 23:42:34,46,3,2
40931313,독호메,첫pv 분위기가 좆되긴 좆된다,이게 월클 일러레 'Black Pearl Pig'의 힘?,"[{'user': '부식되는세계', 'comment': '(emoticon)'}, {'user': 'ttsstt', 'comment': '힐데 길빵충 시절ㅋㅋㅋㅋㅋ'}, {'user': '로리힐데', 'comment': '뭔가 했더니 흑주돈이었나'}]",https://arca.live/b/counterside/40931313,2021-12-22 23:42:20,90,1,3
40931281,마망단선전장관#37030486,약혐) 조금만 기다려 주십시오 관리자님,곧 메이즈전대의 전진기지에 도착할 겁니다. 거기서 차량으로 한시간만 달리면 지휘통제실입니다.,"[{'user': '학점대폭발', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931281,2021-12-22 23:41:59,82,-4,1
40931270,씨에스,검스vs란제리,,"[{'user': '극한의가능충', 'comment': '왜 둘을 나누냐 란제리에 검스 입으면 몇 배나 더 꼴리는데'}, {'user': '류드남친', 'comment': '꼴잘알'}, {'user': '독호메', 'comment': '(emoticon)'}, {'user': '나에엥', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931270,2021-12-22 23:41:51,62,0,4
40931221,충혹마,스킨 점수 내봄,초월3점 희귀2점 고급1점 계산점수 / 스킨수,"[{'user': '밀리에밀리', 'comment': '소림이도 스킨이 셋이나 있구만'}, {'user': 'ttsstt', 'comment': '이거 좋네 ㅋㅋㅋㅋㅋ 에리어스도 껴줘!'}, {'user': '충혹마', 'comment': '에리어스 3점임 밑에있어서 안보이는거'}]",https://arca.live/b/counterside/40931221,2021-12-22 23:41:10,46,1,3
40931210,컨섹,아니 시발 왜 매칭 안ㄷ홰 ,살려줘 ,"[{'user': '잉딩', 'comment': '1300점만 내려와주세요'}]",https://arca.live/b/counterside/40931210,2021-12-22 23:40:54,34,0,1
40931164,TLCrow,플레 아래구간 죄다 각힐판이네,애미뒤졌나,"[{'user': 'KaWori', 'comment': '앗 원래도 그랬는데요'}, {'user': 'TLCrow', 'comment': '내기억상 않인데..'}, {'user': 'KaWori', 'comment': '상향전에도 그랬는데 지금은 상상하기도 싫네'}, {'user': 'MBT', 'comment': '원래도 각힐판 아녔노'}, {'user': 'TLCrow', 'comment': '(emoticon)'}, {'user': '밀리에밀리', 'comment': '소는 누가 키워 소는'}, {'user': '행락', 'comment': '제가 접기전에도 각힐판이였음'}]",https://arca.live/b/counterside/40931164,2021-12-22 23:40:15,69,0,7
40931156,ㅣlㅣlㅣlㅣ,아니 시발 뭐야 챌3-20 2캐클이 되네,ㅋㅋㅋㅋㅋㅋ,"[{'user': 'ㅇㅇ#71638545', 'comment': '뭐뭐?'}, {'user': '우선도낮은컨텐츠#59699096', 'comment': '(emoticon)'}, {'user': '푸별', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931156,2021-12-22 23:40:06,41,0,3
40931114,부식되는세계,구관리국시절 단체사진나오는게 어디였지,힐데가운데두고 되게 누렇게 낡은사진나오는 짤이었는데,"[{'user': '독호메', 'comment': '최초 pv에 잠깐 나오나'}, {'user': '부식되는세계', 'comment': '아 최초pv면 스토리에서 본줄알았는데 챈에서봤던거였나보네'}, {'user': '꿀때지', 'comment': '최초 pv 꺼라 이젠 폐기됏을지도'}, {'user': '부식되는세계', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931114,2021-12-22 23:39:33,44,0,4
40931112,KaWori,아머 에이함깡우로 일단 깼는데,깨고나서 보니 메카가 깡우뿐이네이프 로자 없는거 오늘도 너무 꼽다,,https://arca.live/b/counterside/40931112,2021-12-22 23:39:31,31,0,0
40931108,컨섹,매카누할 재밋는 폰갬 머 업나 ,옛날깸중에 아직도 섭종 안한거나 깔아볼까 ,"[{'user': '나에엥', 'comment': '(emoticon)'}, {'user': '컨섹', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ, 176.74', 'comment': '페이토/그랜드 오다~'}, {'user': '행락', 'comment': '(emoticon)'}, {'user': '평생카사해', 'comment': '(emoticon)'}, {'user': '고졸무직백수', 'comment': '일본에 카운타사이도라고 신작겜이 있다고함'}, {'user': '천상의주사위', 'comment': '라오?'}, {'user': 'westyoon', 'comment': '미래전?'}]",https://arca.live/b/counterside/40931108,2021-12-22 23:39:27,61,0,8
40931105,숲토끼,게이들은 산타 할아버지가 선물 주시면 머 받고 싶음?,나는 다들 행복했으면 좋겠어난 받고 싶은게 너무 막연한 느낌이네 지금은구체적으로 바뀌는건 아직 나중인듯,"[{'user': '바싹구운생선', 'comment': '타임머신'}, {'user': '숲토끼', 'comment': '타임머신? 이유가 먼데'}, {'user': '숲토끼', 'comment': '나는 현재로 돌아올 수 없는 타임머신이 있다면 다른 시간대로 가는 판단이\n좋은건지 나쁜건지 모르겠음..'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '레드라이더', 'comment': '자살'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '부식되는세계', 'comment': '하고싶은게생겼으면좋겟음 허황된거라도... 빚에찌들려사니까 뭔가 원하는거자체가 너무 배부른소리라 억제하고살았더니 빚갚는거말곤 삶의목표가없음... 산타할아버지가 줄수있는건아니겠지만ㅋㅋ'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': 'MBT', 'comment': '선물로 빌딩 한채만 주세요'}, {'user': '숲토끼', 'comment': '그건 보따리에 들고가기 힘들대..'}, {'user': '크리스피크림', 'comment': '15층짜리 건물 하나만 주세요'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '아내', 'comment': '다음생에는 고양이나 개로 태어나게 해줬으면'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '암드', 'comment': '34평짜리 신도시 아파트'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931105,2021-12-22 23:39:24,80,0,18
40931081,으으,타오린 팔콘 죽기도 함?,"생존 4초 뭐야,,","[{'user': '컨섹', 'comment': '재출격'}, {'user': '으으', 'comment': '아 재출격하면 카운트 리셋?'}]",https://arca.live/b/counterside/40931081,2021-12-22 23:39:10,44,0,2
40931072,클러스트,바나나새끼들 존나 싫음,같이 하고 있는겜에서도 그새끼들이 지랄해서 일터짐,"[{'user': '극한의가능충', 'comment': '똥남아 조아하는 사람이 어딧노'}, {'user': '클러스트', 'comment': '(emoticon)'}, {'user': '레드라이더', 'comment': '나도 베트남새끼들 존나 싫음 일본로아 시발 바나나따개새끼들때문에 일과하기도 힘듬;'}, {'user': 'ㅇ반고닉ㅇ', 'comment': '페북이나 이런데보면 그중에서도 특히 좆트남 새끼들이 설지더라'}, {'user': 'dwsss', 'comment': '무슨 겜임?'}, {'user': '클러스트', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40931072,2021-12-22 23:38:57,90,1,6
40931016,꿀때지,깜짝....의외로 반전매력이잇는캐릭...jpg,평소엔 무지성으로 노는거같은 아이리님이지만급할땐 장난끼 걷어내고 바로 팀 기강 잡아줌,"[{'user': '행락', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#81071525', 'comment': '아이리님도 할 땐 한다구'}, {'user': '독호메', 'comment': '역시 팀내 유일 R등급'}, {'user': '나에엥', 'comment': '(emoticon)'}, {'user': 'Asu', 'comment': '아이리님도 생각보단 약하지 않아 !'}]",https://arca.live/b/counterside/40931016,2021-12-22 23:38:08,90,0,5
40930999,우주전사히맨#85188497,앞으로 치피 쓰는 메카닉 나올거같음?,뉴비라 메이즈 치피 셋옵 어케라도 살려보고싶은데 나오려나,"[{'user': '철덩이', 'comment': '썬볼이 치피를 썻었긴 했다'}, {'user': 'ㅈㅇㅈㅎ#19865107', 'comment': '어떻게든 셋바 팔아먹어야되고 컨셉도 새로 만들긴해야되니 확치가진 메카가  나오긴할텐데 언젠지는 모르지'}, {'user': '우주전사히맨#85188497', 'comment': '존버 간다'}]",https://arca.live/b/counterside/40930999,2021-12-22 23:37:58,39,0,3
40930979,마망단선전장관#37030486,가혐단이었는데 샤혐단으로 전향한 계기가 있음,잘 기억은 안나는데누가 대충 샤오린단은 세력이 커서 가은이랑은 다르게 스킨 받아도 아무도 못건드리는게 자랑스럽다 <- 대충 이런식으로 말함ㄹㅇ 짱깨논리랑 존나똑같아서 가혐단 바로 집어치우고 샤혐단으로 전향함그리고 가은이는 혐오 그만두니까 살짝 귀여워짐,"[{'user': '바싹구운생선', 'comment': '(emoticon)'}, {'user': '나에엥', 'comment': '짱개빨더니 짱개그자체가되버렸노 ㅋㅋㅋ'}]",https://arca.live/b/counterside/40930979,2021-12-22 23:37:40,54,1,2
