index,user,title,content,comment,link,date,view,rate,comment_count
41532771,라이프니츠,12분 뒤에 새해 다가온다,"카붕이들 새해 복 많이 받고, 새해에는 고통좀 그만 받았으면 좋겠어",,https://arca.live/b/counterside/41532771,2021-12-31 23:49:14,1,0,0
41532750,아카라이브아카녹화엌ㅋㅋ,일하러 가는 내가 레전드다,하하 셁스,,https://arca.live/b/counterside/41532750,2021-12-31 23:48:55,8,0,0
41532730,Badfinger,몰루나해야지,시발 이벤트 다끝났노,"[{'user': 'ㅇㅇ#87218383', 'comment': '왤케 빨라 ㄷㄷ'}, {'user': 'Badfinger', 'comment': '9충하면된다'}, {'user': '4nk', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41532730,2021-12-31 23:48:40,24,0,2
41532708,킹헤일로,12분뒤면 더이상 여중생이 아니게 되네,하와와 여중생쟝 여고생쟝이 되어버리는거시에요...,,https://arca.live/b/counterside/41532708,2021-12-31 23:48:29,5,0,0
41532694,주블,인상깊은 스샷 몇 개 가져옴,"2월 1일에 시작, 채용으로 얻은 첫 쓰알과 각성캐6지부 건설충격과 공포의 미니 그리고 에이미8% 확률의 천장첫 110과 종결장비 그리고 셋바 폭사탈모빔 맞은 상연이흑우10억 크레딧 엠블럼과 첫 챌린저파밍으로 얻은 이볼브원명함 돌리다가 본 광기극한의 니가와이거 만든 새끼는 월급도 50% 확률로 받아야함올블루참 즐겁고도 고통스런 한 해였다","[{'user': '늒네#86893131', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41532694,2021-12-31 23:48:18,25,1,1
41532686,허어어,궁금한게 어채겜해서 10스택에 바로뜨면 뭐임?,손해임 이득임?,"[{'user': 'TerminalVelocity', 'comment': '재무장 생겨서 이득이야'}]",https://arca.live/b/counterside/41532686,2021-12-31 23:48:13,16,0,0
41532665,스튜비급강하폭격기,21년까지만 카바함,22년도에보자,"[{'user': '단테y', 'comment': '(emoticon)'}, {'user': '마에스트로', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '구관조리병', 'comment': '2022 00시 00분에 섭종함 수구'}]",https://arca.live/b/counterside/41532665,2021-12-31 23:47:59,27,0,4
41532592,ㅇㅇ#92849277,15분뒤 7살이네,초등학교준비해야지,"[{'user': '누소', 'comment': '(emoticon)'}, {'user': 'SDAKAJUXIM', 'comment': '(emoticon)'}, {'user': '라이프니츠', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#87218383', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41532592,2021-12-31 23:47:09,53,0,4
41532587,DButton,일섭 한소림 성우도 카사 홍보 열심히 하네,성떡 생기면 글삭함,"[{'user': '누소', 'comment': '(emoticon)'}, {'user': '늒네#86893131', 'comment': '카사에 진심이구만'}, {'user': '여우불', 'comment': '(emoticon)'}, {'user': '님얼굴비매너', 'comment': '(emoticon)'}, {'user': '4nk', 'comment': ""'성'우랑 '떡'치고싶다.""}, {'user': '동성회직계69대회장아스나', 'comment': '(emoticon)'}, {'user': '4nk', 'comment': '(emoticon)'}, {'user': '구관조리병', 'comment': '성적인 떡치기'}, {'user': '믈루아카이브', 'comment': '개발자 빼고 모두가 진심인 게임이 있었다.'}]",https://arca.live/b/counterside/41532587,2021-12-31 23:47:03,93,11,9
41532578,VCT,무기챌린지 어떤덱으로돔?,,"[{'user': 'ㅇㅇ#87218383', 'comment': '세라펠덱 쪽이 안정적인듯 난 각시윤덱 쓰는데 가끔 전복나던데'}]",https://arca.live/b/counterside/41532578,2021-12-31 23:46:53,17,0,1
41532574,건공,올해 마지막 어채겜,자 다음,"[{'user': '늒네#86893131', 'comment': '(emoticon)'}, {'user': '단테y', 'comment': '(emoticon)'}, {'user': 'kimjino#87804663', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41532574,2021-12-31 23:46:51,29,1,3
41532555,비질란테,스비 씨발,ㅈㄴ 밉다,,https://arca.live/b/counterside/41532555,2021-12-31 23:46:33,15,0,0
41532514,커피포트카린웡,카사 접는다,복귀해도 내년에 복귀할듯 일단 올해는 카사 접는다 ,"[{'user': '동성회직계69대회장아스나', 'comment': '(emoticon)'}, {'user': '단테y', 'comment': '(emoticon)'}, {'user': 'kimjino#87804663', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': '4nk', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#87218383', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/41532514,2021-12-31 23:46:07,68,0,6
