index,user,title,content,comment,link,date,view,rate,comment_count
40714619,미야,짤녀 임신최적화 암컷이면 자러감 ,,"[{'user': '초특가가챠다', 'comment': '카바'}, {'user': '화이팅', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714619,2021-12-19 23:53:07,22,2,2
40714577,기린그린,하야미 카나데,"이름 : 하야미 카나데포지션 : 스트라이커 / 솔저등급 : SSR코스트 : 4역할 : 딜러기본기 : 기본공격 (유효타격수 2) (0.4 + 0.6 = 1)연계공격으로 전방에 범위 피해를 입힌다.LV.2기본공격 피해량 +5%LV.3기본공격 피해량 +5%LV.4기본공격 피해량 +5%LV.5기본공격 피해량 +5%패시브 : 여우비 쇄도 (유효타격수 3) (0.8 * 8 ~ = 6.4 ~ )패시브 시전중이 아닐 때 적의 공격을 10회 회피하면 공중으로 뛰어올라 5초동안 타겟과 그 주변에 범위피해를 입힌다. 패시브 시전중에 시전자는 모든 경직 면역 상태가 되며 공중 유닛으로 간주된다.LV.2회피 능력치 +5%LV.3회피 능력치 +5%LV.4회피 능력치 +10%LV.5패시브 발동중에 vs 지상 피해감소 +20%특수기 : 무장 : 낫 족제비 (유효타격수 3 / 쿨타임 24초) (0.95 + 1.9 = 2.85)거대 수리검을 던져 전방에 범위 피해를 입힌다. 수리검은 날아갈 때 보다 돌아올 때 더 강한 피해를 입히며, 피해받은 대상은 8초간 받는 회복량이 50% 감소한다.LV.2피해량 +5%LV.3피해량 +5%LV.4피해량 +15%LV.5수리검이 돌아올 때 고정피해를 입힘패시브 : 전술 : 약점 꿰기적의 공격을 16회 회피하면 6초간 치명 능력치가 500 증가한다.LV.2치명타 피해량 +5%LV.3치명타 피해량 +5%LV.4치명타 피해량 +15%LV.5발동 조건이 12회로 변경댓글로 이 사원에 대한 평가와 사용하는 장비에 관한 의견을 남겨주시길 바랍니다.","[{'user': '가자미', 'comment': '미묘함'}, {'user': '잉딩', 'comment': '쥬지 화나게하는 1티어'}, {'user': '왕소라', 'comment': '(emoticon)'}, {'user': '컨섹', 'comment': '동클래스 동타입 동코스트 = 베로니카'}, {'user': '리소스커스텀해커엄준식', 'comment': '이..참으로 애매한단 말이야. 그냥 구관검 쓸래'}]",https://arca.live/b/counterside/40714577,2021-12-19 23:52:13,40,4,4
40714575,상점누나가좋아#52539577,조호진 능력 등가교환되는것이 있읗듯함,수명이라든지 주변 인관관계등등이 대가일수있음이터니움 충전형식이면 게임끝임,,https://arca.live/b/counterside/40714575,2021-12-19 23:52:11,13,0,0
40714517,잉딩,카사 흥겜되었으면 하는 이유,그런건 없어!,,https://arca.live/b/counterside/40714517,2021-12-19 23:51:21,29,1,0
40714515,리소스커스텀해커엄준식,미래에서 왔습니다, 사람들이 재무장 슈발만 씁니다단단한데 넉백까지 있어서 정신을 못 차리네요다들 꽉잡으세요.,"[{'user': '초특가가챠다', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714515,2021-12-19 23:51:18,23,0,1
40714496,쇠고기육포캔,일섭)이틀만에 일섭 접속해봤더니..?, ?????????????? 카사하면서 이런적 한번도 없었는데? 일섭계속할까ㅠㅠ,"[{'user': '홍삼', 'comment': '(emoticon)'}, {'user': '물룽이', 'comment': '몇명을 죽인거야'}, {'user': '쇠고기육포캔', 'comment': '(emoticon)'}, {'user': '밤비', 'comment': '살인마... 일섭 프로 제초기'}, {'user': 'E50M', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#83721190', 'comment': '너가 죽였어'}, {'user': '초특가가챠다', 'comment': '너가 죽였어'}, {'user': 'ㅐㄴ', 'comment': '각시탈이다! 각시탈이 나타났다!'}]",https://arca.live/b/counterside/40714496,2021-12-19 23:50:57,90,-7,8
40714467,Antizero#81336340,닥등이 보급작전돌려서 110만들었다,이제 메인 밀어서 재무장 열고 재무장만 시키면 되는데 함선체스 너무 귀찮다,"[{'user': '화이팅', 'comment': '(emoticon)'}, {'user': 'Antizero#81336340', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#36099854', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714467,2021-12-19 23:50:31,24,0,3
40714452,극한의가능충,전당 6은 이렇게 나오면 좋겠다,보스인 함선이 방 마다 다르게 해서킹+블루 브릿지공익+레이크이볼브원+코핀6,"[{'user': '초특가가챠다', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714452,2021-12-19 23:50:07,17,0,1
40714396,"ㅇㅇ, 115.71",조호진 씹밸붕능력 준거는 일러레 자캐에다가 어차피 조연이라 그렇다...,메인에서 절대 활약못함,"[{'user': '에고사', 'comment': 'ㄹㅇ...'}]",https://arca.live/b/counterside/40714396,2021-12-19 23:49:12,39,0,1
40714351,에고사,드디어 화요일 두번째 재무장인가?,맞나???,"[{'user': 'lemonade', 'comment': '28일 일걸?'}, {'user': 'E50M', 'comment': '한주더'}, {'user': 'kimjino#87804663', 'comment': '다다음주임'}, {'user': '에고사', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714351,2021-12-19 23:48:36,43,0,4
40714326,nature1#95143819,이제 카사 광고 올려도 됨?,1점 운동 이제 다 끝난거임?,"[{'user': '에고사', 'comment': '(emoticon)'}, {'user': '초특가가챠다', 'comment': '(emoticon)'}, {'user': '암드', 'comment': '(emoticon)'}, {'user': '상점누나가좋아#52539577', 'comment': '그거 스비가 광고한것임'}, {'user': 'nature1#95143819', 'comment': 'ㄷㄷ'}, {'user': '스트로베리샤베트', 'comment': 'ㄴㄴ'}, {'user': '그냥막만든아이디#22831543', 'comment': '어차피 님 포인트 안써도 넥슨이 돈써서 해주고있잖음'}, {'user': 'nature1#95143819', 'comment': '광고할맘 없고 그냥 물어본건데 비추 계속박히네ㄷㄷ 많이 민감하나보다'}, {'user': '그냥막만든아이디#22831543', 'comment': '외부 시선 문제가 좀 큼 1점광고 박고 또  유입광고 박으면 딴애들이 여길 얼마나 깔보겠냐고'}, {'user': 'nature1#95143819', 'comment': '그렇지 나도 그렇게 생각함 근데 누가 광고보고 왔다고 하길래 뭔가 싶었음'}]",https://arca.live/b/counterside/40714326,2021-12-19 23:48:05,145,-8,10
40714283,조롱박이#15601290,최소한 조호진 있으면 세상 멸망하진 않을듯,관남충이 그 수많은 이면세계선 겪고서 하필 여기 세계에 정착해서 찐막 트라이하는것도 조호진 영향일지도 모름조호진이 세상 멸망을 바라지 않았기 때문에 발생한걸지도 모름,"[{'user': '꿀꼬비', 'comment': '(emoticon)'}, {'user': '눈꽃1', 'comment': '진자 카나리아인건가'}, {'user': '나도줘#28169842', 'comment': '클리포트게임 시작하면 심장마비로 죽음'}, {'user': 'ㅇㅇ#83721190', 'comment': '그럼 다른 이면세계에서는 조호진이 없던거려나?'}]",https://arca.live/b/counterside/40714283,2021-12-19 23:47:30,58,3,4
40714274,아내,나공익 짭건티콘 나왔어,https://arca.live/e/18358?p=1딱 10개 밖에 없음추가 됐으면 좋겠는 거 추천해주시면빠른 시일 내에 그려서 추가합니다?,"[{'user': 'VCT', 'comment': '(emoticon)'}, {'user': '눈꽃1', 'comment': '(emoticon)'}, {'user': '에고사', 'comment': '(emoticon)'}, {'user': '하빌밀런', 'comment': '(emoticon)'}, {'user': '가자미', 'comment': '(emoticon)'}, {'user': '화이팅', 'comment': '(emoticon)'}, {'user': '숲토끼', 'comment': '(emoticon)'}, {'user': 'E50M', 'comment': '이상취향 태그머임 ㅋㅋ'}, {'user': '아내', 'comment': '이상취향이 아닐까'}, {'user': 'E50M', 'comment': '(emoticon)'}, {'user': '초특가가챠다', 'comment': '(emoticon)'}, {'user': '부식되는세계', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/40714274,2021-12-19 23:47:20,100,11,12
